State,Year,Days,Good,Moderate,UnhealthyForS,Unhealthy,VeryUnhealthy,Hazardous
South Carolina,2008,5768,3897,1723,138,9,1,0
South Carolina,2009,6379,5244,1125,10,0,0,0
South Carolina,2010,6520,4870,1582,68,0,0,0
South Carolina,2011,5994,4184,1726,80,4,0,0
South Carolina,2012,5324,4248,1051,23,2,0,0
South Carolina,2013,5628,4851,775,2,0,0,0
South Carolina,2014,5577,4638,933,5,1,0,0
South Carolina,2015,5617,4906,707,4,0,0,0
South Carolina,2016,5895,5063,798,23,11,0,0
South Carolina,2017,5819,5148,665,6,0,0,0
South Carolina,2018,4548,4015,528,5,0,0,0
South Dakota,1985,347,315,32,0,0,0,0
South Dakota,1986,397,376,21,0,0,0,0
South Dakota,1987,359,344,15,0,0,0,0
South Dakota,1988,525,481,44,0,0,0,0
South Dakota,1989,595,556,39,0,0,0,0
South Dakota,1990,629,578,50,1,0,0,0
South Dakota,1991,723,684,37,2,0,0,0
South Dakota,1992,687,622,63,2,0,0,0
South Dakota,1993,582,530,52,0,0,0,0
South Dakota,1994,586,493,93,0,0,0,0
South Dakota,1995,589,506,83,0,0,0,0
South Dakota,1996,588,495,90,3,0,0,0
South Dakota,1997,589,484,103,2,0,0,0
South Dakota,1998,685,645,40,0,0,0,0
South Dakota,1999,785,639,143,3,0,0,0
South Dakota,2000,1170,971,197,1,0,1,0
South Dakota,2001,1376,1143,229,4,0,0,0
South Dakota,2002,1640,1404,229,7,0,0,0
South Dakota,2003,1528,1226,294,8,0,0,0
South Dakota,2004,1716,1426,288,2,0,0,0
South Dakota,2005,1956,1568,378,10,0,0,0
South Dakota,2006,2164,1737,414,13,0,0,0
South Dakota,2007,2397,2081,312,4,0,0,0
South Dakota,2008,2563,2292,264,5,2,0,0
South Dakota,2009,3030,2650,372,5,2,0,1
South Dakota,2010,3037,2596,436,4,1,0,0
South Dakota,2011,3006,2666,337,3,0,0,0
South Dakota,2012,3040,2294,730,15,1,0,0
South Dakota,2013,3019,2463,555,1,0,0,0
South Dakota,2014,3025,2711,311,3,0,0,0
South Dakota,2015,3387,2939,431,16,1,0,0
South Dakota,2016,3396,3128,262,6,0,0,0
South Dakota,2017,3395,3050,335,8,2,0,0
South Dakota,2018,1686,1460,217,8,0,0,1
Tennessee,1980,8140,3715,2095,1670,640,20,0
Tennessee,1981,8075,3788,2121,1651,510,5,0
Tennessee,1982,8130,4491,1986,1284,362,7,0
Tennessee,1983,8062,4594,1756,1313,389,9,1
Tennessee,1984,7340,3785,1919,1274,360,2,0
Tennessee,1985,7430,4102,1813,1161,350,4,0
Tennessee,1986,7277,3886,1840,1175,370,6,0
Tennessee,1987,6471,3602,1662,880,322,5,0
Tennessee,1988,7982,4423,1878,1201,439,41,0
Tennessee,1989,8510,5492,1886,931,199,2,0
Tennessee,1990,8844,5500,1862,1180,295,7,0
Tennessee,1991,9065,6109,1879,918,157,2,0
Tennessee,1992,8768,6157,1684,788,138,1,0
Tennessee,1993,8839,5754,1965,923,194,3,0
Tennessee,1994,9386,6160,2160,886,177,3,0
Tennessee,1995,9229,6291,1940,807,178,13,0
Tennessee,1996,8556,5567,1917,897,171,4,0
Tennessee,1997,8488,5232,2113,929,207,7,0
Tennessee,1998,8553,5285,1969,950,303,46,0
Tennessee,1999,8678,4516,2562,1222,358,20,0
Tennessee,2000,8959,4690,3053,997,208,11,0
Tennessee,2001,9499,5513,3057,820,108,1,0
Tennessee,2002,9019,5629,2347,805,230,8,0
Tennessee,2003,8101,4783,2737,528,53,0,0
Tennessee,2004,7861,4864,2578,396,23,0,0
Tennessee,2005,7689,4465,2541,637,46,0,0
Tennessee,2006,8264,4804,2851,550,57,2,0
Tennessee,2007,7636,3784,3017,755,79,1,0
Tennessee,2008,6304,3976,1974,321,33,0,0
Tennessee,2009,6581,5173,1302,105,1,0,0
Tennessee,2010,6416,4254,1886,263,13,0,0
Tennessee,2011,7014,4838,1947,216,13,0,0
Tennessee,2012,6562,4674,1648,210,27,3,0
Tennessee,2013,6716,5398,1302,16,0,0,0
Tennessee,2014,6655,5279,1324,52,0,0,0
Tennessee,2015,6345,5188,1121,36,0,0,0
Tennessee,2016,5941,4811,1059,59,11,1,0
Tennessee,2017,7124,6006,1091,25,2,0,0
Tennessee,2018,4386,3600,759,26,1,0,0
Texas,1980,4555,2631,1097,532,196,99,0
Texas,1981,4607,2772,1024,503,249,59,0
Texas,1982,5280,3240,1108,582,279,71,0
Texas,1983,5461,3254,1142,636,343,86,0
Texas,1984,5405,3080,1266,684,305,70,0
Texas,1985,4974,2926,1104,566,288,90,0
Texas,1986,5178,3214,1150,530,238,45,1
Texas,1987,4706,2713,1201,527,223,42,0
Texas,1988,5863,3549,1338,650,275,51,0
Texas,1989,5585,3650,1165,548,188,33,1
Texas,1990,6790,4689,1294,552,206,49,0
Texas,1991,6722,4837,1208,500,144,33,0
Texas,1992,6696,4811,1203,521,139,22,0
Texas,1993,6681,4982,1095,457,123,24,0
Texas,1994,6852,4829,1374,464,161,24,0
Texas,1995,7122,4646,1447,677,266,84,2
Texas,1996,7453,5416,1419,496,101,20,1
Texas,1997,7495,5379,1428,510,142,36,0
Texas,1998,8522,5941,1759,602,183,37,0
Texas,1999,8465,5598,2007,577,228,55,0
Texas,2000,9805,6301,2571,704,200,29,0
Texas,2001,10791,7301,2802,555,112,20,1
Texas,2002,11104,7670,2674,558,170,30,2
Texas,2003,11376,7537,3071,590,150,24,2
Texas,2004,11399,8259,2479,515,129,17,0
Texas,2005,12992,8045,4035,750,149,13,0
Texas,2006,13347,8660,3855,674,139,16,2
Texas,2007,13459,9317,3729,357,54,2,0
Texas,2008,13806,9827,3649,301,28,1,0
Texas,2009,14456,10696,3475,243,40,2,0
Texas,2010,14588,11096,3204,256,32,0,0
Texas,2011,14866,10051,4178,548,87,2,0
Texas,2012,14722,10744,3562,357,47,10,0
Texas,2013,14799,11311,3224,245,19,0,0
Texas,2014,14621,11422,3093,99,7,0,0
Texas,2015,14344,11228,2872,213,30,1,0
Texas,2016,14655,12387,2166,97,5,0,0
Texas,2017,16321,13475,2586,229,31,0,0
Texas,2018,9922,7503,2178,224,17,0,0
Utah,1980,2656,1676,599,285,89,7,0
Utah,1981,2127,1052,584,315,170,6,0
Utah,1982,1701,577,683,309,123,9,0
Utah,1983,1747,775,659,257,52,4,0
Utah,1984,1550,595,685,239,24,7,0
Utah,1985,1450,482,720,216,28,4,0
Utah,1986,1460,561,650,215,32,2,0
Utah,1987,1525,566,728,181,49,0,1
Utah,1988,1906,916,653,257,80,0,0
Utah,1989,2000,1003,676,248,68,5,0
Utah,1990,2007,1177,569,205,54,2,0
Utah,1991,1955,1132,577,217,29,0,0
Utah,1992,1957,1068,669,200,20,0,0
Utah,1993,2180,1349,650,159,22,0,0
Utah,1994,2380,1439,758,151,32,0,0
Utah,1995,2693,1957,661,62,13,0,0
Utah,1996,3017,2023,828,152,13,1,0
Utah,1997,2873,2130,692,49,2,0,0
Utah,1998,2318,1440,736,104,37,1,0
Utah,1999,2327,1324,911,84,7,1,0
Utah,2000,2613,1672,790,121,27,3,0
Utah,2001,2861,1798,878,141,42,2,0
Utah,2002,2918,1716,969,184,49,0,0
Utah,2003,2897,1801,936,148,11,1,0
Utah,2004,3131,1951,1011,109,60,0,0
Utah,2005,3251,2138,879,191,40,3,0
Utah,2006,3296,1927,1187,174,8,0,0
Utah,2007,3421,1829,1373,182,37,0,0
Utah,2008,3525,1996,1391,127,11,0,0
Utah,2009,3609,2202,1268,120,19,0,0
Utah,2010,3998,2493,1336,117,37,14,0
Utah,2011,4653,3007,1492,112,33,9,0
Utah,2012,5065,3174,1760,126,5,0,0
Utah,2013,4969,3120,1512,221,92,24,0
Utah,2014,4997,3768,1144,78,7,0,0
Utah,2015,4780,3504,1190,82,4,0,0
Utah,2016,4553,3324,1111,101,15,2,0
Utah,2017,4701,3048,1479,152,20,2,0
Utah,2018,4200,2419,1643,125,13,0,0
Vermont,1980,1469,1224,204,31,9,1,0
Vermont,1981,1498,1293,186,18,1,0,0
Vermont,1982,1202,975,182,41,4,0,0
Vermont,1983,932,778,124,27,3,0,0
Vermont,1984,990,828,138,20,3,1,0
Vermont,1985,1072,910,139,16,7,0,0
Vermont,1986,1027,899,112,15,1,0,0
Vermont,1987,1128,936,172,18,2,0,0
Vermont,1988,1119,909,154,43,11,2,0
Vermont,1989,1006,811,178,16,1,0,0
Vermont,1990,987,835,129,19,4,0,0
Vermont,1991,1039,835,162,34,8,0,0
Vermont,1992,1080,916,128,31,5,0,0
Vermont,1993,1097,908,158,26,5,0,0
Vermont,1994,995,766,176,52,1,0,0
Vermont,1995,1108,973,117,18,0,0,0
Vermont,1996,1098,965,121,8,4,0,0
Vermont,1997,1081,938,123,18,2,0,0
Vermont,1998,1041,891,136,14,0,0,0
Vermont,1999,1101,858,214,25,4,0,0
Vermont,2000,1066,879,176,10,1,0,0
Vermont,2001,1039,802,212,23,2,0,0
Vermont,2002,1144,906,202,27,9,0,0
Vermont,2003,1001,844,143,14,0,0,0
Vermont,2004,1239,1055,170,13,1,0,0
Vermont,2005,1249,1034,198,17,0,0,0
Vermont,2006,1276,1120,150,6,0,0,0
Vermont,2007,1148,987,148,12,1,0,0
Vermont,2008,1133,905,218,10,0,0,0
Vermont,2009,1089,888,196,5,0,0,0
Vermont,2010,1094,881,208,4,1,0,0
Vermont,2011,1096,822,265,9,0,0,0
Vermont,2012,1211,1018,188,5,0,0,0
Vermont,2013,1209,1015,189,5,0,0,0
Vermont,2014,1211,1039,169,3,0,0,0
Vermont,2015,1207,1024,180,3,0,0,0
Vermont,2016,1206,1119,86,1,0,0,0
Vermont,2017,1212,1109,102,1,0,0,0
Vermont,2018,564,484,79,1,0,0,0
Virginia,1980,5850,3553,1628,512,140,17,0
Virginia,1981,6259,4236,1535,374,104,10,0
Virginia,1982,6472,4521,1506,333,101,11,0
Virginia,1983,6937,4702,1425,508,242,60,0
Virginia,1984,7258,5180,1611,371,89,7,0
Virginia,1985,7294,5101,1578,489,118,8,0
Virginia,1986,7289,5089,1717,390,88,5,0
Virginia,1987,6918,4356,1795,541,206,20,0
Virginia,1988,7256,4876,1556,441,271,112,0
Virginia,1989,7207,4967,1792,383,62,3,0
Virginia,1990,7803,5477,1786,474,60,6,0
Virginia,1991,7739,5245,1841,532,111,10,0
Virginia,1992,7485,5566,1584,289,43,3,0
Virginia,1993,7892,5198,1863,666,155,10,0
Virginia,1994,7993,5656,1811,467,56,3,0
Virginia,1995,7778,5609,1609,448,103,9,0
Virginia,1996,7757,5723,1640,360,34,0,0
Virginia,1997,7737,5495,1585,523,124,10,0
Virginia,1998,7831,5337,1587,691,193,23,0
Virginia,1999,8537,5421,2234,682,191,9,0
Virginia,2000,8507,5610,2526,342,28,1,0
Virginia,2001,8722,5585,2603,425,106,3,0
Virginia,2002,8719,5541,2400,582,165,31,0
Virginia,2003,8431,5822,2317,234,48,10,0
Virginia,2004,8384,6007,2166,186,21,4,0
Virginia,2005,8163,5508,2283,342,30,0,0
Virginia,2006,8162,5723,2147,247,40,5,0
Virginia,2007,8381,5519,2530,302,30,0,0
Virginia,2008,8692,6511,1962,189,29,1,0
Virginia,2009,8725,7371,1338,16,0,0,0
Virginia,2010,8580,6135,2256,164,25,0,0
Virginia,2011,9518,7481,1892,129,16,0,0
Virginia,2012,9623,7890,1590,126,16,1,0
Virginia,2013,8962,7977,971,14,0,0,0
Virginia,2014,9127,8057,1058,11,1,0,0
Virginia,2015,9135,7985,1132,18,0,0,0
Virginia,2016,8666,7746,883,37,0,0,0
Virginia,2017,9380,8533,768,51,28,0,0
Virginia,2018,5383,4775,601,7,0,0,0
Washington,1980,2717,1447,794,351,119,6,0
Washington,1981,2828,1456,859,408,95,10,0
Washington,1982,2848,1613,760,397,78,0,0
Washington,1983,3050,1632,980,368,67,3,0
Washington,1984,3900,2307,1045,452,92,4,0
Washington,1985,3931,2384,1016,439,89,3,0
Washington,1986,4254,2462,1345,347,97,3,0
Washington,1987,4668,2557,1630,379,90,12,0
Washington,1988,4728,2778,1514,377,57,1,0
Washington,1989,4577,2907,1310,315,44,0,1
Washington,1990,4200,2590,1276,291,39,3,1
Washington,1991,4341,2802,1225,276,35,0,0
Washington,1992,4602,3197,1161,221,21,0,1
Washington,1993,4821,3710,1006,95,8,0,1
Washington,1994,5020,4018,846,131,20,5,0
Washington,1995,5002,4129,726,138,9,0,0
Washington,1996,5067,4339,621,90,17,0,0
Washington,1997,4890,4260,581,45,4,0,0
Washington,1998,5006,4469,467,63,4,3,0
Washington,1999,4899,4158,698,36,7,0,0
Washington,2000,4934,3915,936,77,6,0,0
Washington,2001,5093,4112,906,68,7,0,0
Washington,2002,5688,4344,1266,74,4,0,0
Washington,2003,8157,6375,1658,117,5,0,0
Washington,2004,9063,7208,1784,62,8,0,1
Washington,2005,9483,7787,1621,70,4,0,1
Washington,2006,9459,7652,1683,98,23,3,0
Washington,2007,10469,8626,1765,71,7,0,0
Washington,2008,10384,8682,1640,57,5,0,0
Washington,2009,10363,8701,1604,53,5,0,0
Washington,2010,10612,9534,1060,13,3,2,0
Washington,2011,10444,9041,1343,47,13,0,0
Washington,2012,10407,8892,1417,58,37,2,1
Washington,2013,10052,8275,1716,52,8,0,0
Washington,2014,9957,8716,1188,45,8,0,0
Washington,2015,10029,8490,1396,105,30,2,6
Washington,2016,10114,9206,880,23,5,0,0
Washington,2017,10397,8474,1607,182,118,16,0
Washington,2018,5739,5285,434,20,0,0,0
West Virginia,1980,1053,487,346,183,37,0,0
West Virginia,1981,649,411,168,67,3,0,0
West Virginia,1982,1330,552,341,345,92,0,0
West Virginia,1983,2954,1000,857,855,234,8,0
West Virginia,1984,3382,1165,1004,959,253,1,0
West Virginia,1985,3498,1360,1101,851,186,0,0
West Virginia,1986,3542,1299,1063,947,231,2,0
West Virginia,1987,3607,1238,1072,1001,290,6,0
West Virginia,1988,3598,1218,1038,967,336,39,0
West Virginia,1989,3575,1426,1014,914,219,2,0
West Virginia,1990,3422,1307,1031,869,215,0,0
West Virginia,1991,3547,1417,1081,818,228,3,0
West Virginia,1992,3726,1761,1146,672,147,0,0
West Virginia,1993,3795,1713,1093,707,282,0,0
West Virginia,1994,3809,1753,1145,670,234,7,0
West Virginia,1995,3843,2088,1107,569,77,2,0
West Virginia,1996,3865,2217,1069,518,61,0,0
West Virginia,1997,3862,2122,1080,585,73,2,0
West Virginia,1998,3759,1824,1131,665,134,5,0
West Virginia,1999,4054,1640,1602,680,128,4,0
West Virginia,2000,4288,1888,1778,571,51,0,0
West Virginia,2001,4435,2022,1763,590,60,0,0
West Virginia,2002,4439,2209,1591,532,104,3,0
West Virginia,2003,4435,2295,1628,455,55,2,0
West Virginia,2004,4427,2459,1568,372,27,1,0
West Virginia,2005,4296,2128,1713,429,26,0,0
West Virginia,2006,4132,2194,1568,357,13,0,0
West Virginia,2007,4116,1994,1647,447,28,0,0
West Virginia,2008,4128,2472,1418,226,12,0,0
West Virginia,2009,4127,2644,1349,126,8,0,0
West Virginia,2010,4096,2658,1328,101,9,0,0
West Virginia,2011,4331,3216,1049,58,8,0,0
West Virginia,2012,4340,3205,1060,72,3,0,0
West Virginia,2013,4295,3604,680,11,0,0,0
West Virginia,2014,4215,3505,704,6,0,0,0
West Virginia,2015,4207,3511,678,17,1,0,0
West Virginia,2016,4166,3662,491,13,0,0,0
West Virginia,2017,4882,4326,538,14,4,0,0
West Virginia,2018,2983,2594,363,17,9,0,0
Wisconsin,1980,8102,5311,1388,934,450,19,0
Wisconsin,1981,7221,4641,1294,856,400,30,0
Wisconsin,1982,6885,4401,1311,793,380,0,0
Wisconsin,1983,6851,4273,1244,893,400,41,0
Wisconsin,1984,6995,4406,1309,899,362,19,0
Wisconsin,1985,7159,4620,1392,869,274,4,0
Wisconsin,1986,7008,4657,1443,762,144,2,0
Wisconsin,1987,7135,4867,1386,654,172,56,0
Wisconsin,1988,7111,4465,1316,849,358,123,0
Wisconsin,1989,7532,5300,1464,576,163,29,0
Wisconsin,1990,7238,5516,1219,402,92,9,0
Wisconsin,1991,6883,5137,1076,493,143,34,0
Wisconsin,1992,7142,5975,813,319,32,3,0
Wisconsin,1993,7432,6557,659,194,21,1,0
Wisconsin,1994,7031,5935,804,231,51,10,0
Wisconsin,1995,7005,5551,978,341,106,29,0
Wisconsin,1996,6966,5798,835,268,53,12,0
Wisconsin,1997,7024,5666,1019,275,48,16,0
Wisconsin,1998,7372,5456,1471,359,81,5,0
Wisconsin,1999,7504,5262,1605,462,173,2,0
Wisconsin,2000,7205,5281,1659,229,36,0,0
Wisconsin,2001,7420,5244,1729,329,107,11,0
Wisconsin,2002,7546,5275,1807,359,90,15,0
Wisconsin,2003,7181,5146,1650,342,37,6,0
Wisconsin,2004,7359,5990,1210,152,7,0,0
Wisconsin,2005,7454,5182,1782,403,78,9,0
Wisconsin,2006,7558,5872,1533,139,13,1,0
Wisconsin,2007,7734,5601,1762,330,41,0,0
Wisconsin,2008,7977,6291,1581,94,11,0,0
Wisconsin,2009,7926,6475,1339,106,6,0,0
Wisconsin,2010,7726,6244,1337,131,14,0,0
Wisconsin,2011,7316,5758,1415,130,12,1,0
Wisconsin,2012,8209,5955,1858,334,62,0,0
Wisconsin,2013,8381,6517,1780,83,0,1,0
Wisconsin,2014,7959,6427,1418,112,2,0,0
Wisconsin,2015,8170,6884,1195,89,2,0,0
Wisconsin,2016,8015,6896,1003,109,7,0,0
Wisconsin,2017,8713,7622,1026,65,0,0,0
Wisconsin,2018,4567,3748,757,57,5,0,0
Wyoming,1984,5,5,0,0,0,0,0
Wyoming,1985,293,243,48,2,0,0,0
Wyoming,1986,473,421,47,5,0,0,0
Wyoming,1987,693,570,122,1,0,0,0
Wyoming,1988,932,764,163,5,0,0,0
Wyoming,1989,970,866,103,1,0,0,0
Wyoming,1990,994,921,73,0,0,0,0
Wyoming,1991,1305,1156,147,2,0,0,0
Wyoming,1992,1471,1311,158,0,2,0,0
Wyoming,1993,1494,1355,138,1,0,0,0
Wyoming,1994,1995,1700,261,23,5,1,3
Wyoming,1995,2275,1935,240,68,16,2,13
Wyoming,1996,1797,1678,118,1,0,0,0
Wyoming,1997,1850,1755,93,2,0,0,0
Wyoming,1998,1979,1853,123,2,0,0,1
Wyoming,1999,1957,1724,223,6,0,2,1
Wyoming,2000,2264,1993,260,9,2,0,0
Wyoming,2001,2474,2087,365,17,4,1,0
Wyoming,2002,2631,2139,466,20,5,1,0
Wyoming,2003,2861,2386,448,27,0,0,0
Wyoming,2004,3076,2686,372,13,2,0,2
Wyoming,2005,3157,2618,506,29,4,0,0
Wyoming,2006,3217,2476,715,23,1,1,1
Wyoming,2007,3971,3075,860,33,3,0,0
Wyoming,2008,4679,3724,921,24,9,1,0
Wyoming,2009,4800,4143,638,14,5,0,0
Wyoming,2010,5331,4454,863,14,0,0,0
Wyoming,2011,5662,4516,1101,37,5,3,0
Wyoming,2012,5860,4238,1538,71,12,1,0
Wyoming,2013,5742,4644,1080,16,1,0,1
Wyoming,2014,5896,5056,823,11,6,0,0
Wyoming,2015,5879,4989,868,18,4,0,0
Wyoming,2016,5938,5159,774,4,1,0,0
Wyoming,2017,5636,4398,1194,32,9,2,0
Wyoming,2018,3898,3037,846,13,2,0,0

